material_type,product_type,industry,strength,weight_capacity,biodegradability_score,recyclability,cost,co2_emission
Aluminum,Cement Liner Bag,Construction,10,31.99,2,99.61,5.44,3.547
Bagasse Fiber,Appliance Carton,Home Appliances,6,12.94,10,70.56,0.82,0.501
Kraft Paper,Toy Box,Toys,4,8.34,10,87.65,1.05,0.556
Corrugated Cardboard,Spare Parts Box,Automotive,6,27.26,9,90.73,1.12,0.838
Recycled PET,Medicine Box,Healthcare,9,16.58,2,86.61,3.65,2.052
Corrugated Cardboard,Furniture Carton,Furniture,9,18.98,7,84.99,0.88,0.795
PLA Bioplastic,Garment Bag,Textiles,6,9.27,8,61.34,2.96,1.2
Aluminum,Fabric Wrap,Textiles,10,34.81,1,98.72,4.34,3.429
Mushroom Packaging,Medical Container,Healthcare,6,16.85,10,64.04,3.03,0.259
Kraft Paper,Action Figure Pack,Toys,5,7.96,10,88.64,0.4,0.578
Kraft Paper,Garment Bag,Textiles,6,14.93,10,93.96,0.52,0.628
Kraft Paper,Foam Insert Package,Home Appliances,7,7.0,10,93.8,1.21,0.596
Corrugated Cardboard,Takeaway Container,Food Packaging,7,20.85,7,88.46,0.53,0.733
Mushroom Packaging,Protective Cushioning Pack,Furniture,7,12.39,9,78.32,3.08,0.413
Bagasse Fiber,Clothing Box,Textiles,6,10.17,9,72.43,0.82,0.536
Kraft Paper,Tablet Blister Pack,Healthcare,4,5.62,9,87.54,1.09,0.604
Aluminum,Tile Packaging,Construction,8,34.46,2,99.91,3.6,3.488
Corrugated Cardboard,Food Tray,Food Packaging,7,17.36,7,84.15,1.42,0.699
Bagasse Fiber,Pizza Box,Food Packaging,7,12.53,8,83.9,1.98,0.539
Bagasse Fiber,Tile Packaging,Construction,6,11.93,10,84.23,1.38,0.423
Aluminum,Oil Container,Automotive,8,25.96,1,99.06,2.82,3.388
Glass,Perfume Bottle,Cosmetics,9,26.62,1,97.61,2.28,1.859
Kraft Paper,Clothing Box,Textiles,7,12.87,10,85.6,1.01,0.504
Corrugated Cardboard,Protective Box,Home Appliances,6,32.38,7,83.34,1.28,0.81
Glass,Protective Cushioning Pack,Furniture,10,24.1,2,98.89,4.97,1.774
PLA Bioplastic,Tile Packaging,Construction,7,10.8,8,63.34,2.02,1.187
Bagasse Fiber,Medical Container,Healthcare,7,14.71,10,72.63,1.52,0.524
Bagasse Fiber,Medicine Box,Healthcare,7,9.16,10,74.74,1.48,0.432
Mushroom Packaging,Appliance Carton,Home Appliances,5,16.82,10,72.49,1.26,0.458
Bagasse Fiber,Oil Container,Automotive,5,14.38,10,71.17,1.37,0.495
Mushroom Packaging,Mobile Box,Electronics,5,16.61,10,61.42,3.44,0.444
Glass,Makeup Box,Cosmetics,10,21.79,2,96.23,5.49,1.895
Mushroom Packaging,Protective Box,Home Appliances,6,15.09,9,78.32,1.96,0.511
PLA Bioplastic,Syringe Pack,Healthcare,9,9.74,8,51.95,2.18,1.126
Glass,Mobile Box,Electronics,10,32.51,1,96.52,5.39,1.784
PLA Bioplastic,Fabric Wrap,Textiles,7,8.56,6,56.59,1.88,1.202
Bagasse Fiber,Toy Box,Toys,7,11.77,10,70.44,0.83,0.47
Mushroom Packaging,Spare Parts Box,Automotive,7,11.41,9,66.83,1.37,0.45
Mushroom Packaging,Tile Packaging,Construction,7,15.89,9,70.44,2.37,0.326
Aluminum,Protective Box,Home Appliances,8,26.23,1,99.8,5.41,3.452
Corrugated Cardboard,Furniture Carton,Furniture,6,19.95,7,82.71,1.54,0.813
Aluminum,Pizza Box,Food Packaging,8,28.78,1,95.57,2.71,3.521
Mushroom Packaging,Perfume Bottle,Cosmetics,6,17.66,9,79.67,1.64,0.452
Aluminum,Protective Cushioning Pack,Furniture,9,25.7,2,99.13,4.81,3.525
PLA Bioplastic,Protective Box,Home Appliances,6,14.01,8,50.65,2.68,1.147
Kraft Paper,Garment Bag,Textiles,7,6.24,8,87.99,1.04,0.567
Bagasse Fiber,Perfume Bottle,Cosmetics,5,8.11,10,78.11,1.9,0.538
Bagasse Fiber,Electronic Blister Pack,Electronics,7,13.29,8,76.2,0.85,0.433
Glass,Board Game Box,Toys,9,33.69,1,99.74,5.31,1.809
Aluminum,Makeup Box,Cosmetics,8,22.42,1,95.76,4.86,3.496
Aluminum,Mobile Box,Electronics,8,29.46,2,96.6,3.28,3.55
Mushroom Packaging,TV Carton,Electronics,5,13.73,10,75.12,2.83,0.446
Kraft Paper,Oil Container,Automotive,6,6.33,9,85.43,0.56,0.556
Kraft Paper,Tile Packaging,Construction,7,7.5,10,91.68,0.35,0.627
Kraft Paper,Medical Container,Healthcare,4,10.36,8,87.98,0.54,0.623
Aluminum,Fabric Wrap,Textiles,10,24.69,2,98.38,3.04,3.504
PLA Bioplastic,Protective Box,Home Appliances,8,18.95,8,55.37,1.68,1.225
Mushroom Packaging,Tile Packaging,Construction,5,8.74,9,65.15,2.16,0.46
Corrugated Cardboard,Perfume Bottle,Cosmetics,6,23.46,7,90.52,1.26,0.792
Mushroom Packaging,Garment Bag,Textiles,6,10.23,10,64.25,2.3,0.33
Glass,Foam Insert Package,Home Appliances,10,37.43,1,98.19,3.08,1.805
Kraft Paper,Garment Bag,Textiles,5,12.93,8,87.43,0.34,0.62
Glass,Foam Insert Package,Home Appliances,10,30.13,1,99.92,4.42,1.816
Aluminum,Spare Parts Box,Automotive,8,32.31,2,97.35,3.69,3.443
Bagasse Fiber,Garment Bag,Textiles,5,12.69,10,78.71,1.31,0.424
Aluminum,Takeaway Container,Food Packaging,8,26.04,1,95.51,5.1,3.496
Glass,Mobile Box,Electronics,10,31.27,1,95.62,4.99,1.875
Aluminum,Protective Box,Home Appliances,9,26.55,2,96.74,5.07,3.349
Glass,Fabric Wrap,Textiles,9,22.13,1,98.22,3.98,1.788
PLA Bioplastic,Hardware Container,Construction,6,19.3,6,59.0,1.26,1.252
PLA Bioplastic,Board Game Box,Toys,6,11.0,6,54.92,2.39,1.16
Kraft Paper,Tile Packaging,Construction,7,13.91,9,90.9,0.55,0.577
Recycled PET,Makeup Box,Cosmetics,10,23.73,2,85.19,2.6,1.995
Recycled PET,Medicine Box,Healthcare,8,21.11,2,87.21,1.66,2.051
PLA Bioplastic,Assembly Kit Box,Furniture,7,14.9,6,51.52,2.65,1.245
Kraft Paper,Action Figure Pack,Toys,7,14.66,10,92.82,0.45,0.589
Corrugated Cardboard,Laptop Box,Electronics,7,20.49,8,85.7,1.85,0.841
Corrugated Cardboard,Battery Packaging,Automotive,6,10.33,8,91.05,1.8,0.824
Corrugated Cardboard,Pizza Box,Food Packaging,7,10.85,7,85.39,1.2,0.77
Bagasse Fiber,Toy Box,Toys,7,13.03,9,75.09,2.07,0.532
Glass,Food Tray,Food Packaging,10,24.39,1,95.79,4.48,1.867
PLA Bioplastic,Cosmetic Tube,Cosmetics,7,12.94,8,64.37,2.61,1.168
Glass,Takeaway Container,Food Packaging,10,27.42,2,99.14,3.73,1.836
PLA Bioplastic,Electronic Blister Pack,Electronics,6,15.99,7,66.23,2.57,1.221
Corrugated Cardboard,Battery Packaging,Automotive,7,11.68,8,80.3,1.19,0.797
PLA Bioplastic,Tile Packaging,Construction,8,10.63,7,63.04,2.88,1.143
Kraft Paper,Battery Packaging,Automotive,4,14.84,10,86.26,0.88,0.577
Corrugated Cardboard,Protective Box,Home Appliances,8,20.75,7,81.94,1.19,0.733
Recycled PET,Mobile Box,Electronics,10,28.78,4,87.83,3.46,2.077
Bagasse Fiber,Protective Box,Home Appliances,7,11.22,9,75.8,2.2,0.457
Bagasse Fiber,Toy Box,Toys,5,9.44,10,73.53,1.74,0.507
PLA Bioplastic,Pizza Box,Food Packaging,7,8.3,7,54.8,1.36,1.159
Corrugated Cardboard,Fabric Wrap,Textiles,7,33.7,8,84.23,1.2,0.748
Aluminum,Electronic Blister Pack,Electronics,8,22.67,2,96.03,5.4,3.374
Bagasse Fiber,Tile Packaging,Construction,7,14.11,8,78.31,2.08,0.494
Recycled PET,Beverage Bottle,Food Packaging,10,18.86,4,91.86,3.53,2.135
Mushroom Packaging,Medicine Box,Healthcare,7,14.95,9,78.46,1.28,0.39
Mushroom Packaging,Protective Box,Home Appliances,6,13.09,10,63.06,2.28,0.445
Kraft Paper,Garment Bag,Textiles,5,14.74,10,89.54,1.08,0.611
Corrugated Cardboard,Makeup Box,Cosmetics,9,21.77,9,86.02,1.75,0.78
Bagasse Fiber,Appliance Carton,Home Appliances,6,13.24,9,79.3,0.88,0.515
Glass,Beverage Bottle,Food Packaging,10,32.49,1,99.58,5.41,1.751
Corrugated Cardboard,Tile Packaging,Construction,7,23.81,9,86.99,1.32,0.821
Glass,Board Game Box,Toys,10,33.67,1,96.82,2.79,1.792
Kraft Paper,Medicine Box,Healthcare,5,9.91,8,90.57,0.68,0.516
Corrugated Cardboard,Laptop Box,Electronics,6,13.65,7,84.04,0.92,0.826
Mushroom Packaging,Beverage Bottle,Food Packaging,7,13.04,10,67.35,2.42,0.477
Corrugated Cardboard,Electronic Blister Pack,Electronics,7,32.54,9,88.12,0.58,0.779
Bagasse Fiber,Foam Insert Package,Home Appliances,7,13.08,8,72.75,1.07,0.565
Aluminum,Fabric Wrap,Textiles,9,29.56,1,95.07,4.94,3.484
Glass,Action Figure Pack,Toys,9,34.91,1,96.02,2.53,1.831
Bagasse Fiber,Fabric Wrap,Textiles,7,9.68,8,81.82,1.2,0.595
Kraft Paper,Protective Cushioning Pack,Furniture,7,7.22,8,93.87,0.84,0.651
Aluminum,Mobile Box,Electronics,9,21.64,1,96.71,4.05,3.579
Corrugated Cardboard,Fabric Wrap,Textiles,8,19.25,7,80.61,1.65,0.77
Bagasse Fiber,Battery Packaging,Automotive,5,11.36,10,83.54,1.56,0.419
Recycled PET,Laptop Box,Electronics,10,28.92,3,88.27,3.47,2.178
PLA Bioplastic,Tablet Blister Pack,Healthcare,8,18.14,6,60.57,2.24,1.136
Bagasse Fiber,Board Game Box,Toys,5,8.07,9,81.03,0.99,0.608
Corrugated Cardboard,Beverage Bottle,Food Packaging,7,34.82,7,88.89,0.73,0.81
Glass,Protective Cushioning Pack,Furniture,10,29.44,1,99.81,3.75,1.78
Mushroom Packaging,Board Game Box,Toys,5,12.15,9,74.57,2.11,0.395
Kraft Paper,Cream Jar,Cosmetics,4,5.73,10,93.39,1.19,0.516
Aluminum,Tile Packaging,Construction,10,29.24,1,96.35,4.24,3.406
Kraft Paper,Mobile Box,Electronics,4,13.3,8,89.14,0.77,0.508
Mushroom Packaging,Food Tray,Food Packaging,6,9.9,10,60.71,1.59,0.413
Glass,Foam Insert Package,Home Appliances,10,22.3,2,97.95,2.91,1.825
PLA Bioplastic,Appliance Carton,Home Appliances,8,8.27,8,53.53,2.15,1.188
Recycled PET,Oil Container,Automotive,8,29.55,2,94.72,2.56,2.037
Corrugated Cardboard,Foam Insert Package,Home Appliances,7,33.34,7,87.89,1.27,0.807
Corrugated Cardboard,Cream Jar,Cosmetics,6,10.77,9,84.09,0.76,0.865
Bagasse Fiber,Fabric Wrap,Textiles,6,12.01,10,75.2,1.93,0.431
Recycled PET,Makeup Box,Cosmetics,8,18.73,3,88.88,3.63,2.077
PLA Bioplastic,Protective Cushioning Pack,Furniture,9,9.65,6,51.9,1.52,1.171
Glass,Assembly Kit Box,Furniture,9,29.17,2,97.17,3.97,1.753
Aluminum,Syringe Pack,Healthcare,8,28.01,1,97.33,5.43,3.506
Mushroom Packaging,Spare Parts Box,Automotive,5,13.7,10,60.98,1.97,0.407
Bagasse Fiber,Appliance Carton,Home Appliances,7,10.63,10,73.47,1.81,0.464
Aluminum,Medicine Box,Healthcare,8,28.47,1,97.52,2.77,3.479
Aluminum,Garment Bag,Textiles,9,33.87,1,96.29,4.32,3.54
Kraft Paper,Appliance Carton,Home Appliances,6,11.52,10,85.98,0.41,0.631
Bagasse Fiber,Perfume Bottle,Cosmetics,7,11.35,10,74.25,2.43,0.451
Mushroom Packaging,Foam Insert Package,Home Appliances,7,11.66,10,67.02,2.85,0.404
Corrugated Cardboard,Board Game Box,Toys,9,29.1,7,87.22,1.68,0.845
Aluminum,Food Tray,Food Packaging,10,27.28,1,95.55,4.61,3.491
Recycled PET,Protective Cushioning Pack,Furniture,9,20.24,4,94.88,2.97,2.137
Recycled PET,Protective Box,Home Appliances,9,26.54,4,94.62,2.62,2.179
Recycled PET,Cosmetic Tube,Cosmetics,9,16.19,4,92.46,3.65,2.09
Bagasse Fiber,Tablet Blister Pack,Healthcare,7,8.33,9,74.2,2.43,0.537
Aluminum,Pizza Box,Food Packaging,8,20.38,2,98.88,4.0,3.399
Kraft Paper,Tablet Blister Pack,Healthcare,6,6.0,8,93.46,1.42,0.624
Corrugated Cardboard,Clothing Box,Textiles,6,33.38,9,85.92,1.37,0.772
Bagasse Fiber,Board Game Box,Toys,5,8.7,9,81.58,1.72,0.434
Bagasse Fiber,Protective Cushioning Pack,Furniture,6,10.28,9,81.72,1.57,0.48
Bagasse Fiber,Spare Parts Box,Automotive,7,10.49,10,83.65,1.16,0.423
Mushroom Packaging,Beverage Bottle,Food Packaging,5,11.17,9,68.13,1.21,0.381
Corrugated Cardboard,Board Game Box,Toys,8,33.3,8,88.08,0.86,0.883
Aluminum,Toy Box,Toys,10,28.23,1,96.68,4.03,3.434
Mushroom Packaging,Action Figure Pack,Toys,5,14.85,9,61.38,2.07,0.391
Bagasse Fiber,Takeaway Container,Food Packaging,6,11.89,9,76.7,1.56,0.458
PLA Bioplastic,Hardware Container,Construction,9,9.25,7,65.12,2.96,1.248
Glass,Action Figure Pack,Toys,9,29.33,1,96.9,3.4,1.829
Recycled PET,Pizza Box,Food Packaging,10,28.64,3,86.68,2.63,2.127
PLA Bioplastic,Tablet Blister Pack,Healthcare,7,16.81,7,63.55,1.27,1.171
Kraft Paper,Medical Container,Healthcare,5,13.86,9,90.74,0.36,0.511
Corrugated Cardboard,Makeup Box,Cosmetics,8,34.71,8,81.48,1.66,0.716
Kraft Paper,Tile Packaging,Construction,7,5.53,9,85.02,0.98,0.611
Bagasse Fiber,Furniture Carton,Furniture,7,10.94,9,81.15,2.09,0.493
Aluminum,Takeaway Container,Food Packaging,10,29.18,2,97.86,2.95,3.514
Aluminum,Pizza Box,Food Packaging,9,28.13,2,95.33,4.22,3.461
Recycled PET,Furniture Carton,Furniture,10,21.5,4,90.94,2.13,2.179
Glass,Mobile Box,Electronics,9,32.15,2,95.96,2.91,1.768
Glass,Makeup Box,Cosmetics,10,29.55,2,96.43,2.05,1.899
Recycled PET,Tile Packaging,Construction,8,20.65,3,94.69,1.83,2.084
Recycled PET,Medical Container,Healthcare,9,27.14,3,87.42,2.27,2.105
Glass,Clothing Box,Textiles,9,26.04,2,99.37,2.47,1.851
Glass,Clothing Box,Textiles,9,30.18,1,95.08,5.94,1.775
Aluminum,Pizza Box,Food Packaging,9,25.28,1,98.67,3.43,3.432
Bagasse Fiber,Cement Liner Bag,Construction,5,11.0,8,84.01,1.02,0.522
Recycled PET,Beverage Bottle,Food Packaging,9,21.24,2,93.08,2.0,2.06
Recycled PET,Fabric Wrap,Textiles,10,20.3,3,89.12,2.97,1.987
Bagasse Fiber,Mobile Box,Electronics,6,6.42,10,78.95,0.91,0.519
Bagasse Fiber,Assembly Kit Box,Furniture,5,10.81,8,82.21,2.27,0.458
Bagasse Fiber,Medical Container,Healthcare,7,11.14,9,78.47,2.43,0.511
Glass,Action Figure Pack,Toys,9,34.54,1,95.29,2.99,1.841
Aluminum,Syringe Pack,Healthcare,9,24.75,1,97.77,3.85,3.485
Mushroom Packaging,Electronic Blister Pack,Electronics,6,9.93,10,68.38,1.25,0.389
Aluminum,Cement Liner Bag,Construction,10,26.09,1,99.9,4.42,3.532
Bagasse Fiber,Tile Packaging,Construction,7,14.87,8,76.64,1.5,0.593
Mushroom Packaging,Food Tray,Food Packaging,5,16.85,10,66.36,1.82,0.382
Kraft Paper,Mobile Box,Electronics,5,13.6,10,92.77,0.55,0.582
Bagasse Fiber,Assembly Kit Box,Furniture,7,9.22,9,81.76,1.91,0.533
Bagasse Fiber,Syringe Pack,Healthcare,6,11.4,10,82.84,1.51,0.558
Glass,Furniture Carton,Furniture,9,29.94,1,98.7,2.72,1.828
Aluminum,Laptop Box,Electronics,9,33.86,2,99.22,4.57,3.516
Mushroom Packaging,Protective Box,Home Appliances,6,17.36,10,75.91,2.5,0.328
Glass,Action Figure Pack,Toys,9,23.77,1,99.54,5.43,1.848
Recycled PET,Medical Container,Healthcare,8,23.17,3,90.33,1.79,2.157
Recycled PET,Electronic Blister Pack,Electronics,9,25.79,2,92.34,3.46,2.057
Bagasse Fiber,Tile Packaging,Construction,7,9.61,8,73.27,1.94,0.469
Corrugated Cardboard,Fabric Wrap,Textiles,8,18.12,9,80.87,0.67,0.866
Glass,Garment Bag,Textiles,10,20.19,1,95.6,4.78,1.818
Bagasse Fiber,Syringe Pack,Healthcare,6,7.21,8,72.87,1.55,0.497
Corrugated Cardboard,Laptop Box,Electronics,8,30.69,9,84.86,1.92,0.705
Glass,Garment Bag,Textiles,9,25.85,2,96.61,2.57,1.801
Corrugated Cardboard,Medicine Box,Healthcare,6,12.85,9,80.39,1.46,0.785
Recycled PET,Appliance Carton,Home Appliances,8,15.68,3,87.02,2.45,2.087
Recycled PET,Cement Liner Bag,Construction,9,19.83,2,94.04,3.89,2.195
Glass,Board Game Box,Toys,9,30.26,2,98.35,3.32,1.803
Recycled PET,Food Tray,Food Packaging,10,15.22,3,85.87,3.91,2.037
Glass,Battery Packaging,Automotive,10,35.14,1,95.52,5.61,1.731
PLA Bioplastic,Assembly Kit Box,Furniture,6,8.55,7,64.35,1.54,1.185
Glass,Takeaway Container,Food Packaging,9,23.98,2,95.32,5.21,1.827
Glass,Food Tray,Food Packaging,9,37.56,2,98.35,5.98,1.884
Kraft Paper,Cream Jar,Cosmetics,4,8.44,10,85.89,0.6,0.585
Corrugated Cardboard,Battery Packaging,Automotive,7,30.53,7,83.48,1.16,0.866
Corrugated Cardboard,Electronic Blister Pack,Electronics,8,30.46,8,80.99,1.28,0.778
Bagasse Fiber,Foam Insert Package,Home Appliances,5,11.64,8,78.86,1.3,0.503
Glass,Protective Cushioning Pack,Furniture,10,20.26,2,98.18,2.06,1.81
Recycled PET,Laptop Box,Electronics,8,25.02,4,93.01,2.05,2.024
PLA Bioplastic,Assembly Kit Box,Furniture,7,8.17,7,67.13,1.56,1.118
Glass,Hardware Container,Construction,9,26.82,1,99.37,3.77,1.91
Recycled PET,Mobile Box,Electronics,8,16.73,3,86.52,1.93,2.043
Recycled PET,Battery Packaging,Automotive,8,28.49,2,90.69,3.68,2.03
Corrugated Cardboard,Fabric Wrap,Textiles,8,32.83,7,88.13,1.56,0.811
Mushroom Packaging,Protective Box,Home Appliances,6,12.27,9,75.52,1.4,0.398
PLA Bioplastic,Takeaway Container,Food Packaging,8,12.98,7,53.53,2.3,1.271
Recycled PET,Protective Cushioning Pack,Furniture,9,23.69,4,90.37,3.13,2.21
Mushroom Packaging,Board Game Box,Toys,5,16.78,9,73.56,3.4,0.478
Mushroom Packaging,Cement Liner Bag,Construction,5,11.12,9,63.81,1.21,0.302
Aluminum,TV Carton,Electronics,10,33.71,2,96.71,3.24,3.539
Recycled PET,Food Tray,Food Packaging,8,21.64,3,88.48,3.82,2.065
Corrugated Cardboard,Tablet Blister Pack,Healthcare,6,34.59,9,83.27,1.9,0.782
Corrugated Cardboard,Garment Bag,Textiles,8,20.85,9,81.89,1.58,0.862
Recycled PET,Clothing Box,Textiles,9,27.36,2,89.47,3.41,2.152
Bagasse Fiber,Mobile Box,Electronics,6,8.82,9,73.28,0.96,0.461
Glass,Tablet Blister Pack,Healthcare,10,29.13,2,99.81,4.06,1.733
Aluminum,Cement Liner Bag,Construction,8,33.3,1,98.53,3.19,3.471
PLA Bioplastic,Garment Bag,Textiles,7,9.29,6,54.8,1.36,1.168
PLA Bioplastic,Laptop Box,Electronics,6,13.09,7,57.91,2.62,1.177
Aluminum,Toy Box,Toys,10,29.3,2,99.22,2.91,3.486
Mushroom Packaging,Action Figure Pack,Toys,5,12.76,9,70.16,2.28,0.375
Glass,Furniture Carton,Furniture,10,29.53,2,95.06,5.75,1.743
Kraft Paper,Foam Insert Package,Home Appliances,5,5.1,10,90.56,0.52,0.658
Kraft Paper,Perfume Bottle,Cosmetics,5,12.46,9,85.1,1.47,0.589
Mushroom Packaging,Perfume Bottle,Cosmetics,6,16.79,10,77.9,3.49,0.358
Mushroom Packaging,Foam Insert Package,Home Appliances,7,15.79,10,65.86,2.48,0.364
Glass,Takeaway Container,Food Packaging,9,30.28,2,97.45,2.68,1.836
Recycled PET,Hardware Container,Construction,9,19.11,2,90.82,2.29,2.096
Kraft Paper,Electronic Blister Pack,Electronics,5,9.74,9,86.28,0.81,0.61
Kraft Paper,Cement Liner Bag,Construction,4,6.62,8,86.88,0.67,0.599
Mushroom Packaging,Electronic Blister Pack,Electronics,5,16.61,10,68.92,1.85,0.357
Mushroom Packaging,Tablet Blister Pack,Healthcare,5,16.41,10,75.79,3.44,0.474
Recycled PET,Medical Container,Healthcare,10,21.0,3,89.65,1.88,2.042
Glass,Hardware Container,Construction,9,37.11,2,95.19,4.93,1.843
Glass,Clothing Box,Textiles,10,20.91,1,98.59,2.0,1.839
PLA Bioplastic,Cement Liner Bag,Construction,8,9.76,8,58.41,2.19,1.142
Corrugated Cardboard,Tile Packaging,Construction,8,32.94,9,91.62,1.87,0.791
Bagasse Fiber,Food Tray,Food Packaging,7,6.73,10,81.17,1.29,0.484
Mushroom Packaging,Oil Container,Automotive,5,16.7,10,70.94,1.63,0.41
Bagasse Fiber,Protective Box,Home Appliances,7,14.69,8,72.0,1.91,0.563
Kraft Paper,Appliance Carton,Home Appliances,5,11.97,8,87.38,1.16,0.591
Aluminum,Medicine Box,Healthcare,9,30.9,2,99.6,4.56,3.485
PLA Bioplastic,Syringe Pack,Healthcare,6,9.29,8,57.16,1.64,1.195
PLA Bioplastic,Makeup Box,Cosmetics,8,14.64,6,52.89,1.5,1.179
Kraft Paper,Action Figure Pack,Toys,6,8.6,9,94.68,1.45,0.627
PLA Bioplastic,Laptop Box,Electronics,9,10.95,8,55.54,2.85,1.168
Aluminum,Clothing Box,Textiles,10,34.66,2,95.63,3.87,3.548
Kraft Paper,Mobile Box,Electronics,5,14.03,8,91.78,1.32,0.603
Glass,Board Game Box,Toys,9,38.3,1,97.32,3.81,1.8
Recycled PET,Mobile Box,Electronics,10,24.87,2,88.29,2.56,2.091
Aluminum,Mobile Box,Electronics,8,29.95,2,96.37,2.97,3.452
Corrugated Cardboard,Clothing Box,Textiles,6,33.06,8,83.75,1.14,0.716
Bagasse Fiber,Spare Parts Box,Automotive,7,14.19,8,78.4,1.71,0.56
PLA Bioplastic,Appliance Carton,Home Appliances,6,12.4,7,66.22,1.05,1.148
Kraft Paper,Toy Box,Toys,4,11.65,8,87.69,0.83,0.534
Corrugated Cardboard,Toy Box,Toys,7,23.31,8,86.54,1.67,0.809
Corrugated Cardboard,Makeup Box,Cosmetics,8,20.89,8,89.96,1.52,0.808
PLA Bioplastic,Garment Bag,Textiles,6,10.62,7,60.93,2.27,1.194
PLA Bioplastic,Toy Box,Toys,7,15.79,6,66.4,2.82,1.153
Bagasse Fiber,Medicine Box,Healthcare,6,10.96,9,83.67,0.83,0.546
PLA Bioplastic,Perfume Bottle,Cosmetics,8,18.21,6,69.56,2.11,1.215
Bagasse Fiber,Perfume Bottle,Cosmetics,6,11.07,8,76.7,2.14,0.453
Corrugated Cardboard,Cream Jar,Cosmetics,8,14.38,8,83.37,1.31,0.757
Aluminum,Foam Insert Package,Home Appliances,9,28.06,2,96.4,3.47,3.563
Corrugated Cardboard,Battery Packaging,Automotive,6,10.02,9,84.77,0.7,0.825
Kraft Paper,Syringe Pack,Healthcare,7,12.6,8,86.33,1.37,0.62
PLA Bioplastic,Hardware Container,Construction,8,17.58,7,67.46,1.94,1.16
Bagasse Fiber,Battery Packaging,Automotive,5,8.91,10,81.89,2.29,0.548
Glass,Makeup Box,Cosmetics,10,36.82,1,96.33,4.34,1.799
Corrugated Cardboard,Action Figure Pack,Toys,9,28.17,7,90.6,1.51,0.878
Corrugated Cardboard,Beverage Bottle,Food Packaging,6,19.67,8,83.17,1.71,0.782
Kraft Paper,Medicine Box,Healthcare,5,5.73,9,87.98,1.09,0.624
Kraft Paper,TV Carton,Electronics,4,13.14,8,91.65,0.78,0.598
Mushroom Packaging,Foam Insert Package,Home Appliances,6,15.54,10,77.04,2.38,0.363
PLA Bioplastic,Garment Bag,Textiles,8,11.22,6,55.19,2.61,1.157
Aluminum,Garment Bag,Textiles,8,23.39,2,98.09,3.62,3.599
Mushroom Packaging,Foam Insert Package,Home Appliances,6,14.07,9,62.13,2.09,0.398
Mushroom Packaging,Beverage Bottle,Food Packaging,5,16.83,10,64.93,1.42,0.512
Mushroom Packaging,Foam Insert Package,Home Appliances,7,17.4,9,63.83,3.3,0.24
Recycled PET,Assembly Kit Box,Furniture,10,26.97,2,87.19,1.73,2.093
Kraft Paper,Mobile Box,Electronics,5,7.85,10,91.75,1.08,0.661
Kraft Paper,Cement Liner Bag,Construction,6,9.45,8,94.06,0.8,0.594
Kraft Paper,Cosmetic Tube,Cosmetics,7,6.36,9,86.87,0.79,0.559
Recycled PET,Oil Container,Automotive,10,19.45,2,92.37,3.2,2.183
Aluminum,Action Figure Pack,Toys,10,20.21,2,95.37,2.7,3.46
Mushroom Packaging,Protective Cushioning Pack,Furniture,6,8.98,9,60.81,2.57,0.405
Glass,Syringe Pack,Healthcare,10,20.94,1,98.61,5.09,1.72
PLA Bioplastic,Tablet Blister Pack,Healthcare,8,14.17,7,57.94,2.66,1.27
Mushroom Packaging,Cement Liner Bag,Construction,7,17.86,10,70.53,1.59,0.438
Corrugated Cardboard,Garment Bag,Textiles,9,34.73,8,89.93,1.85,0.703
Recycled PET,Appliance Carton,Home Appliances,8,24.0,3,92.14,3.14,2.137
Glass,Fabric Wrap,Textiles,10,33.07,2,96.23,5.53,1.848
Recycled PET,Makeup Box,Cosmetics,9,21.94,2,93.35,2.71,2.089
Corrugated Cardboard,Cement Liner Bag,Construction,9,15.58,7,85.72,1.31,0.73
Corrugated Cardboard,Tile Packaging,Construction,7,22.94,9,82.93,1.88,0.861
PLA Bioplastic,Foam Insert Package,Home Appliances,9,17.82,6,54.47,2.8,1.18
Glass,Tile Packaging,Construction,10,32.43,2,98.63,3.79,1.779
Recycled PET,Garment Bag,Textiles,9,29.7,2,92.54,2.19,2.029
Recycled PET,Toy Box,Toys,9,29.66,2,93.94,2.48,2.125
PLA Bioplastic,Pizza Box,Food Packaging,9,11.64,7,58.44,1.78,1.232
Kraft Paper,Fabric Wrap,Textiles,4,6.59,9,93.24,0.64,0.672
Mushroom Packaging,Assembly Kit Box,Furniture,5,10.61,10,65.73,1.82,0.386
Glass,Hardware Container,Construction,10,24.27,2,95.72,5.44,1.816
PLA Bioplastic,Clothing Box,Textiles,6,14.27,7,50.41,1.14,1.156
Recycled PET,Oil Container,Automotive,9,23.57,3,92.0,3.19,2.087
Corrugated Cardboard,Action Figure Pack,Toys,7,31.25,8,82.32,0.76,0.804
Bagasse Fiber,Battery Packaging,Automotive,7,13.47,9,75.37,1.39,0.597
Corrugated Cardboard,Beverage Bottle,Food Packaging,7,23.99,8,88.85,0.59,0.853
Corrugated Cardboard,Assembly Kit Box,Furniture,9,20.34,8,86.17,0.9,0.835
Bagasse Fiber,Protective Cushioning Pack,Furniture,7,9.38,8,82.9,2.11,0.448
Bagasse Fiber,Tablet Blister Pack,Healthcare,6,8.71,9,82.08,2.3,0.355
Mushroom Packaging,Assembly Kit Box,Furniture,5,15.57,9,76.46,1.71,0.35
